Name ru,Name en,Transliterations,Countries,DOB,Gender,Description,Tags
Измеров Андрей Иванович,Izmerov Andrey Ivanovich,,,,M,"Acting Director of the Department for Public Relations, Interaction with Law Enforcement Agencies, Affairs of the Cossacks and Military Personnel of the Administration of Krasnodar. Obstructed freedom of peaceful assembly",Organizers of political repressions
Изотов Кирилл Николаевич,Izotov Kirill Nikolaevich,,,1971-10-09,M,"Head of ANO ""Rosniiros"" (Russian Research Institute for the Development of Public Networks). Participated in the formation of a national system for routing Internet traffic in Russia within the framework of the law on the Sovereign Runet, the purpose of which is to isolate the Russian segment of the Internet and simplify censorship.",Organizers of political repressions
Джафаров Рамазан Джафарович,Jafarov Ramazan Jafarovich,,,1957-04-21,M,"Deputy Chairman of the government Republic of Dagestan. Manages a regional state body of the Russian Federation that supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Key Local Government Officials
Джанаев Борис Борисович,Janaev Boris Borisovich,,,1969-05-01,M,"Chairman of the Government Republic of North Ossetia–Alania. Manages a regional state body of the Russian Federation that supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Key Local Government Officials
Ястребов Сергей Николаевич,Jastrebov Sergey Nikolaevich,,,1954-06-30,M,"Deputy Minister of Natural Resources and Ecology of the Russian Federation. Manages a state body of the Russian Federation, which supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Senior Federal Officials
Кабаева Алина Маратовна,Kabaeva Alina Maratovna,,"CA
US
UK
EU
CH
AU
JP",1983-05-12,F,"Lobbying anti-democratic laws and initiatives, control over the country's leading propaganda media outlets, and nepotism. A former Olympic athlete, Alina Kabaeva is now one of the members of the Putin regime’s power Olympus. In June 2005, she, among other pop and sports stars, signed an infamous “Letter in support of the verdict to the former managers of the Yukos oil company” approving the politically motivated verdict to Khodorkovsky and Lebedev. As a State Duma deputy from the ruling United Russia party, Kabaeva successively followed the party’s fluctuations: the last bill she signed was about labeling NGOs critical of the Kremlin policies as “foreign agents”. This law, adopted in response to the growth of protest activity since 2011, marked a government attack on independent civil society structures, aiming at their discredit and creating legal prerequisites for their prosecution. Kabaeva voted for a few of these controversial laws that were speedily adopted in 2012 and 2013. Also, Alina Kabaeva participated in the creation of the so-called “Dima Yakovlev Law”, popularly called the “law of scoundrels”, which, among other things, forbade Americans to adopt Russian children, including those terminally ill. To ensure a full pursuit of E.O. 14024, she should be designated, for the purpose of being a spouse or an adult child of Vladimir Putin, a person whose property or interests in property are blocked for being a leader, official, senior executive officer, or member of the board of directors of the GoR.",Individuals involved in corruption
Кабаева Любовь Михайловна,Kabaeva Lyubov Mikhailovna,,UK,1961-07-12,F,Mother of gymnast Kabaeva. Has an apartment and a house next door to Lavrov's mistress.,Individuals involved in corruption
Кабайло Сергей Эдуардович,Kabailo Sergey Eduardovich,,,1965-02-09,M,"Authorized representative of presidential candidate Vladimir Putin in the non-competitive presidential election on March 15-17, 2024. Authorized representatives voluntarily campaign for the re-election of Vladimir Putin, who is responsible for unleashing an aggressive war against Ukraine and political repression in Russia.
Information from Vladimir Putin's election website:
State budgetary cultural institution of the Nizhny Novgorod region “Nizhny Novgorod State Order of the Red Banner of Labor Academic Drama Theater named after. M. Gorky"", drama artist (qualification - leading stage master).
----
 
He is a member of the commission for the development of education, culture and sports of the Public Chamber of the Nizhny Novgorod Region, a member of the chamber (a discussion platform created and controlled by the state to simulate public discussion).
Member of the United Russia party
Head of the project “Actors of Nizhny - Donbass”. Project participants perform in the Russian-occupied territories of Ukraine and in support of the military invasion of Ukraine.
Authorized representative of presidential candidate Vladimir Putin. Authorized representatives ensured the re-election of Vladimir Putin, who has pursued an aggressive policy against Ukraine since 2014, in the non-competitive presidential election on March 18, 2018.",Presidential proxies in elections
Кабаков Александр Владимирович,Kabakov Alexander Vladimirovich,,,1987-04-08,M,"Co-founder of NTechLab. The company develops algorithms for automatic recognition of faces, silhouettes, numbers and images and sells its developments to the Government of the Russian Federation. NTechLab technologies help law enforcement agencies identify and arrest civilians at peaceful protests, and then fabricate politically motivated cases against them.",Organizers of political repressions
Кабанов Максим Юрьевич,Kabanov Maxim Yurievich,,,1967-10-25,M,"Trusted representative of presidential candidate Vladimir Putin. Trusted representatives ensured the re-election of Vladimir Putin, who has pursued an aggressive policy against Ukraine since 2014, in the non-competitive presidential election on March 18, 2018.",Presidential proxies in elections
Каблов Евгений Николаевич,Kablov Evgeny Nikolaevich,,,1952-02-14,M,"Trusted representative of presidential candidate Vladimir Putin. Trusted representatives ensured the re-election of Vladimir Putin, who has pursued an aggressive policy against Ukraine since 2014, in the non-competitive presidential election on March 18, 2018.
Trusted representative of presidential candidate Vladimir Putin in the non-competitive presidential election on March 15-17, 2024. Trusted representatives voluntarily campaign for the re-election of Vladimir Putin, who is responsible for unleashing an aggressive war against Ukraine and political repression in Russia.",Presidential proxies in elections
Кабурнеев Эдуард Валерьевич,Kaburneev Eduard Valerievich,,"CA
AU",1968-07-11,M,First Deputy Chairman of the Investigative Committee of the Russian Federation. Deputy Chairman of the Investigative Committee of the Russian Federation. Deputy head of the federal state body responsible for the criminal prosecution of citizens of the Russian Federation who oppose the Russian invasion of Ukraine and the current political regime in the Russia.,Key ‘siloviki’ (security forces) figures
Кабышев Сергей Владимирович,Kabyshev Sergey Vladimirovich,Kabyshev Sergei (Sergey) Vladimirovich,"CA
US
UK
EU
MC
CH
AU
JP",1977-12-05,M,"Member of the State Duma of the Russian Federation. This state body is responsible for political and legal support of the aggressive war against Ukraine.
Trusted representative of presidential candidate Vladimir Putin. Trusted representatives ensured the re-election of Vladimir Putin, who has pursued an aggressive policy against Ukraine since 2014, in the non-competitive presidential election on March 18, 2018.","Members of Parliament and Senate

Presidential proxies in elections"
